SummitCode,AssociationName,RegionName,SummitName,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
9A/DH-052,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Kozji rat,16.83091,43.41376,4,3,42309,73050,10,45325,9A6CW
9A/DH-053,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Vidova gora,16.61979,43.2797,4,3,42309,73050,10,45474,9A/OE5JFE/P
9A/DH-054,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Kozjak,16.40895,43.57074,4,3,42309,73050,12,45445,9A6CW
9A/DH-055,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Sveti Ilija,17.37567,43.0996,4,3,42309,73050,3,45458,9A8RA/P
9A/DH-056,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Lisac,16.52192,43.62351,4,3,42309,73050,12,45354,9A6CW
9A/DH-058,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),PrÄevice,16.72392,43.49987,4,3,42309,73050,4,44093,9A6CW
9A/DH-059,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),VisoÄica,16.84823,43.52598,4,3,42309,73050,16,45528,9A8RA/P
9A/DH-060,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Runjevac,16.47003,43.67258,4,3,42309,73050,12,45242,9A6CW
9A/DH-061,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Crni vrh,16.16727,43.59375,4,3,42309,73050,17,45481,9A3GVD
9A/DH-062,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),MeÄ‘ijak,16.14083,44.09112,4,3,42309,73050,6,45003,9A8RA/P
9A/DH-063,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Babina Gomila,17.53273,43.07617,4,3,42309,73050,1,43329,9A6CW/P
9A/DH-065,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),PljeÅ¡ivica,16.17134,44.12987,4,3,42309,73050,2,44310,9A8RA/P
9A/DH-068,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Rota,17.36155,42.96367,4,3,42309,73050,12,45208,9A/S57AX/P
9A/DH-069,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),StraÅ¾iÅ¡Ä‡e,18.25177,42.59735,4,3,42309,73050,2,45481,9A/G0KYS/P
9A/DH-070,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Crni Vrh,16.21481,43.80912,4,3,42309,73050,9,45325,9A8RA/P
9A/DH-071,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Vrenjak,16.6139,43.50371,4,3,42309,73050,37,45578,9A/S57TQ/P
9A/DH-072,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),LabinÅ¡tica,16.21501,43.57812,4,3,42309,73050,20,45571,9A8RA/P
9A/DH-075,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Velika glavica,17.36228,43.24002,2,3,42309,73050,1,43365,9A6CW/P
9A/DH-076,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Kita,16.35484,43.649,2,3,42309,73050,5,44703,9A8RA/P
9A/DH-077,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),JuriÅ¡inka,15.69971,44.11823,2,3,42309,73050,3,44435,9A/SQ9MDN/P
9A/DH-078,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),TrapoÅ¡nik,16.658,43.61503,2,3,42309,73050,9,45656,9A6CW
9A/DH-081,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Crni krug,16.29008,43.58685,2,3,42309,73050,11,45249,9A8RA/P
9A/DH-082,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),KoÅ¡tak,16.50886,43.58271,2,3,42309,73050,11,45221,9A6CW
9A/DH-083,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),ÄŒaroviÄ‡,17.537,42.85789,2,3,42309,73050,1,43703,9A6ZE/P
9A/DH-084,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Gradina,17.94696,42.74274,2,3,42309,73050,1,44728,9A6ZE/P
9A/DH-086,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Sveta Nikola,16.5976,43.14448,2,3,42309,73050,11,45472,9A/SP9VET
9A/DH-087,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Viter,17.30001,42.98713,2,3,42309,73050,2,44802,9A/SQ9MDN/P
9A/DH-089,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Pometeno brdo,16.46387,43.63425,2,3,42309,73050,10,45552,9A/G4JXP/P
9A/DH-090,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Ä†uÄin,17.37296,42.92945,2,3,42309,73050,7,45154,9A/SQ9MDN/P
9A/DH-092,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Crni vrh,16.30821,43.64338,2,3,42309,73050,1,43276,9A6CW/P
9A/DH-094,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Hum,16.11359,43.03,2,3,42309,73050,24,45605,9A6CW
9A/DH-095,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Ilina glavica,15.79764,44.12858,2,3,42309,73050,1,43996,9A8RA/P
9A/DH-096,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Veliki Jelinak,16.16393,43.55335,2,3,42309,73050,9,45116,9A8RA/P
9A/DH-097,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Zahod,16.65376,43.45459,2,3,42309,73050,12,45135,9A/F5MDY/P
9A/DH-098,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Klupca,17.00839,42.94794,2,3,42309,73050,7,45177,9A/S55VN/P
9A/DH-099,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Daska,17.56305,42.96176,2,3,42309,73050,1,45168,9A6ZE/P
9A/DH-100,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Dubovo brdo,17.32543,42.97847,2,3,42309,73050,1,43713,9A6ZE/P
9A/DH-101,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Ilijin vrh,18.38597,42.49921,2,3,42309,73050,2,45491,9A/G0KYS/P
9A/DH-102,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Velika glava,16.0764,43.70647,2,3,42309,73050,6,44787,9A8RA/P
9A/DH-104,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Kunjev vrh,17.84047,42.82798,2,3,42309,73050,1,44007,9A6ZE/P
9A/DH-105,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Mali Hum,16.10386,43.05611,2,3,42309,73050,12,45452,9A6CW
9A/DH-106,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Veliki Grad,17.55442,42.73927,2,3,42309,73050,3,45076,9A4MX/P
9A/DH-107,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Kom,16.85917,42.93718,2,3,42309,73050,6,44796,9A/E77DX/P
9A/DH-108,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Orlice,16.02091,43.63767,2,3,42309,73050,8,44779,9A6CW
9A/DH-109,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Krtolin,15.99611,43.7434,2,3,42309,73050,6,45244,9A3GVD/P
9A/DH-110,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Mravnik,16.0957,43.66081,2,3,42309,73050,4,44527,9A6CW
9A/DH-112,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Ilijino Brdo,17.64181,42.84455,1,0,42309,73050,1,44061,9A6ZE/P
9A/DH-114,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Crni vrh,16.1238,43.66007,1,0,42309,73050,2,44591,9A3GVD/P
9A/DH-115,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Velji vrh,17.23758,43.00731,1,0,42309,73050,1,44005,9A6ZE/P
9A/DH-119,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),TriÅ¡tenica,16.22131,43.65237,1,0,42309,73050,1,44310,9A6CW
9A/DH-120,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),VlaÅ¡ka,16.20811,43.52761,1,0,42309,73050,12,45534,OE1KEB
9A/DH-121,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),BraÄevo brdo,17.99223,42.71054,1,0,42309,73050,2,44725,9A6ZE/P
9A/DH-122,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Cologuz,15.79584,43.9736,1,0,42309,73050,3,45477,9A3GVD/P
9A/DH-124,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),PleÅ¡evo brdo,16.8507,42.7448,1,0,42309,73050,4,44998,9A/S50VD
9A/DH-125,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Ulenje,17.47845,42.89405,1,0,42309,73050,9,45564,9A/S56LXN/P
9A/DH-127,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),SrÄ‘,18.11141,42.64935,1,0,42309,73050,13,45572,9A/DJ2TG
9A/DH-129,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Å ibenik,17.5063,42.97858,1,0,42309,73050,1,45169,9A6ZE/P
9A/DH-130,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Planjak,17.41945,42.76882,1,0,42309,73050,4,45075,9A4MX/P
9A/DH-131,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Hum,16.69343,42.94683,1,0,42309,73050,11,45576,9A/S57TQ/P
9A/DH-132,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Golovrh,17.5797,43.10951,1,0,42309,73050,1,45166,9A6ZE/P
9A/DH-134,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Planjak,17.71244,42.7059,1,0,42309,73050,4,45549,9A/G4JXP/P
9A/DH-138,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Vela StraÅ¾a,15.05903,43.9903,1,0,42309,73050,6,45498,9A/S55G/P
9A/DH-140,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Bijed,17.44942,42.76465,1,0,42309,73050,2,45079,9A4MX/P
9A/DH-141,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Krstina,17.40229,43.0604,1,0,42309,73050,1,45175,9A6ZE/P
9A/DH-142,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Velika gradina,15.70772,43.90581,1,0,42309,73050,4,45474,9A3GVD/P
9A/DH-143,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Pjenak,17.76428,42.81084,1,0,42309,73050,1,43704,9A6ZE/P
9A/DH-144,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Umac,17.55082,43.04431,1,0,42309,73050,1,45170,9A6ZE/P
9A/DH-145,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Spivnik,16.83937,42.9506,1,0,42309,73050,6,44796,9A/E77DX/P
9A/DH-146,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Kulina,17.68633,42.89656,1,0,42309,73050,1,44069,9A6ZE/P
9A/DH-147,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Å tandarac,15.60973,43.89836,1,0,42309,73050,9,44822,9A3GVD/P
9A/DH-148,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Kosa,15.74856,43.02616,1,0,42309,73050,1,44054,9A6CW
9A/DH-149,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Velo,16.14298,43.49399,1,0,42309,73050,3,44369,9A6CW
9A/DH-150,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Å Ä‡ah,15.14402,44.08533,1,0,42309,73050,7,44519,9A6ZE/P
9A/DH-152,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Polakovica,17.70432,42.81686,1,0,42309,73050,2,45173,9A6ZE/P
9A/DH-153,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Gradina,15.72928,43.83025,1,0,42309,73050,6,45185,9A/DF1AI/P
9A/DH-154,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Veliki Bokolj,15.30549,43.98265,1,0,42309,73050,18,45502,9A/OK2OP/P
9A/DH-155,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Lergova gradina,15.44183,44.24969,1,0,42309,73050,13,45513,9A/OM1AEG/P
9A/DH-156,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Sveti Bartolomeo,17.69602,42.84274,1,0,42309,73050,4,45077,9A/S56LXN/P
9A/DH-157,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),SuÅ¡ac,16.5131,42.76841,1,0,42309,73050,2,43672,9A3ST/P
9A/DH-158,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),StraÅ¾benica,16.01542,42.96257,1,0,42309,73050,2,45163,9A/S55VN/P
9A/DH-159,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Metlina,15.28945,43.82951,1,0,42309,73050,2,45077,9A/DL3MP
9A/DH-160,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Vela straÅ¾a,16.35195,43.3577,1,0,42309,73050,4,45366,9A/S56VHA/P
9A/DH-161,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Velji vrh,17.85612,42.74002,1,0,42309,73050,1,43756,9A3DZK
9A/DH-163,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Veli vinogradi,16.30637,43.49581,1,0,42309,73050,10,45142,9A/DF1IW/P
9A/DH-164,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Platidog,16.83294,42.7628,1,0,42309,73050,2,44994,9A/S50VD
9A/DH-168,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Velika Petka,18.07257,42.64991,1,0,42309,73050,5,45572,9A/DJ2TG
9A/DH-170,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Buhaj,16.15776,43.44804,1,0,42309,73050,3,44009,9A/S56LXN/P
9A/DH-172,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Klepac o. Zlarin,15.84102,43.68795,1,0,42309,73050,4,45088,9A3GVD/P
9A/DH-173,Croatia,DalmatinskaHrvatska (Dalmatian Croatia),Velika Bratota,17.71694,42.91695,2,3,43617,73050,1,44069,9A6ZE/P
9A/GH-001,Croatia,GorskaHrvatska (Mountainous Croatia),Vaganski Vrh,15.50454,44.36737,10,3,42309,73050,6,45535,9A5YY
9A/GH-002,Croatia,GorskaHrvatska (Mountainous Croatia),Sveto Brdo,15.56965,44.3286,10,3,42309,73050,3,44499,9A6CW
9A/GH-003,Croatia,GorskaHrvatska (Mountainous Croatia),Ozeblin,15.87591,44.57886,10,3,42309,73050,2,44398,9A5YY
9A/GH-004,Croatia,GorskaHrvatska (Mountainous Croatia),Gola PljeÅ¡ivica,15.74849,44.79378,10,3,42309,73050,2,44398,9A5YY
9A/GH-005,Croatia,GorskaHrvatska (Mountainous Croatia),Badanj,15.46804,44.38963,10,3,42309,73050,1,42909,9A/DL4MHA/P
9A/GH-007,Croatia,GorskaHrvatska (Mountainous Croatia),Debelo brdo,15.44548,44.37556,10,3,42309,73050,2,45410,9A/SP9LPK/P
9A/GH-010,Croatia,GorskaHrvatska (Mountainous Croatia),Kremen,15.88636,44.46417,10,3,42309,73050,2,44759,9A5YY
9A/GH-011,Croatia,GorskaHrvatska (Mountainous Croatia),VisoÄica,15.37136,44.42968,10,3,42309,73050,2,44077,9A6ZE/P
9A/GH-015,Croatia,GorskaHrvatska (Mountainous Croatia),Kula,14.9612,45.27358,10,3,42309,73050,7,45416,9A5YY
9A/GH-016,Croatia,GorskaHrvatska (Mountainous Croatia),Veliki Risnjak,14.6212,45.43153,10,3,42309,73050,12,45545,9A/S58MT/P
9A/GH-020,Croatia,GorskaHrvatska (Mountainous Croatia),SnjeÅ¾nik,14.58405,45.44061,10,3,42309,73050,25,45605,9A/WV0X
9A/GH-021,Croatia,GorskaHrvatska (Mountainous Croatia),Gornji Medvejci,14.53003,45.48683,10,3,42309,73050,5,45088,9A/IV3NGF
9A/GH-022,Croatia,GorskaHrvatska (Mountainous Croatia),Ceclje,14.51168,45.49966,10,3,42309,73050,5,45287,9A/IV3NGF
9A/GH-024,Croatia,GorskaHrvatska (Mountainous Croatia),Bijeli vrh,16.13905,44.23986,10,3,42309,73050,2,44079,9A8RA/P
9A/GH-025,Croatia,GorskaHrvatska (Mountainous Croatia),ViÅ¡evica,14.80086,45.25494,10,3,42309,73050,10,45608,9A/WV0X
9A/GH-026,Croatia,GorskaHrvatska (Mountainous Croatia),TruÅ¡eljev vrh,15.33204,44.43801,10,3,42309,73050,1,45116,9A6ZE/P
9A/GH-029,Croatia,GorskaHrvatska (Mountainous Croatia),Veliki Crnopac,15.83651,44.25204,10,3,42309,73050,7,45210,9A/SP9WLG/P
9A/GH-030,Croatia,GorskaHrvatska (Mountainous Croatia),Orozovac,16.02089,44.34836,10,3,42309,73050,1,44696,9A6ZE/P
9A/GH-031,Croatia,GorskaHrvatska (Mountainous Croatia),Vrh KonjevaÄe,15.20591,44.49066,10,3,42309,73050,1,43746,9A6ZE/P
9A/GH-032,Croatia,GorskaHrvatska (Mountainous Croatia),ObruÄ,14.46581,45.45931,10,3,42309,73050,8,45115,9A3R/P
9A/GH-033,Croatia,GorskaHrvatska (Mountainous Croatia),Velika Javornica,14.99095,45.20533,10,3,42309,73050,4,45206,9A3R/P
9A/GH-034,Croatia,GorskaHrvatska (Mountainous Croatia),Plana,14.91776,45.31961,10,3,42309,73050,6,44863,9A6ZE/P
9A/GH-036,Croatia,GorskaHrvatska (Mountainous Croatia),Crni vrh,14.5264,45.4479,10,3,42309,73050,7,45229,9A/F4JYM/P
9A/GH-037,Croatia,GorskaHrvatska (Mountainous Croatia),Jesenovica,14.54502,45.43257,10,3,42309,73050,21,45607,9A/WV0X
9A/GH-039,Croatia,GorskaHrvatska (Mountainous Croatia),Lisac,15.99463,44.33391,10,3,42309,73050,1,44696,9A6ZE/P
9A/GH-040,Croatia,GorskaHrvatska (Mountainous Croatia),Bijela kosa,14.92643,45.29882,10,3,42309,73050,10,45288,9A6ZE/P
9A/GH-042,Croatia,GorskaHrvatska (Mountainous Croatia),Gradina,14.85815,45.25852,10,3,42309,73050,1,44471,9A3R/P
9A/GH-044,Croatia,GorskaHrvatska (Mountainous Croatia),Javornik,15.92865,44.48767,8,3,42309,73050,2,45556,9A/DF1AI/P
9A/GH-045,Croatia,GorskaHrvatska (Mountainous Croatia),Metla,15.21331,44.53924,8,3,42309,73050,7,45556,9A/DF1AI/P
9A/GH-046,Croatia,GorskaHrvatska (Mountainous Croatia),Veliki Sadikovac,15.18424,44.50616,8,3,42309,73050,8,45188,9A/SP9WLG/P
9A/GH-047,Croatia,GorskaHrvatska (Mountainous Croatia),Mirkovica,15.02852,45.30574,8,3,42309,73050,2,44493,9A6ZE/P
9A/GH-050,Croatia,GorskaHrvatska (Mountainous Croatia),Maj vrh,14.87244,45.28809,8,3,42309,73050,5,45039,9A/S57MS/P
9A/GH-052,Croatia,GorskaHrvatska (Mountainous Croatia),Mrsinj,15.66906,44.74982,8,3,42309,73050,1,45201,9A5YY
9A/GH-056,Croatia,GorskaHrvatska (Mountainous Croatia),Smolnik,15.07,45.2967,8,3,42309,73050,2,44493,9A6ZE/P
9A/GH-060,Croatia,GorskaHrvatska (Mountainous Croatia),Ä†elevac,15.78517,44.25993,8,3,42309,73050,4,45210,9A/SP9WLG/P
9A/GH-061,Croatia,GorskaHrvatska (Mountainous Croatia),Crna gora,14.57834,45.59103,8,3,42309,73050,4,45095,9A/IV3NGF
9A/GH-063,Croatia,GorskaHrvatska (Mountainous Croatia),Oklinak,15.96164,44.23936,8,3,42309,73050,2,44254,9A8RA/P
9A/GH-065,Croatia,GorskaHrvatska (Mountainous Croatia),Klek,15.14548,45.26044,8,3,42309,73050,8,44863,9A8RA/P
9A/GH-067,Croatia,GorskaHrvatska (Mountainous Croatia),CrnolaÅ¡ki BerinÅ¡Äek,14.56316,45.58427,8,3,42309,73050,4,45095,9A/IV3NGF
9A/GH-072,Croatia,GorskaHrvatska (Mountainous Croatia),Debela kosa,14.98894,45.36314,8,3,42309,73050,7,44702,9A3R/P
9A/GH-073,Croatia,GorskaHrvatska (Mountainous Croatia),Zagradski vrh,14.78026,45.22784,8,3,42309,73050,11,45608,9A/WV0X
9A/GH-074,Croatia,GorskaHrvatska (Mountainous Croatia),Prezidanski BerinÅ¡Äek,14.54154,45.6115,8,3,42309,73050,4,45109,9A/IV3NGF
9A/GH-078,Croatia,GorskaHrvatska (Mountainous Croatia),Veliki Drgomalj,14.79055,45.43802,8,3,42309,73050,9,45548,9A/S58MT/P
9A/GH-080,Croatia,GorskaHrvatska (Mountainous Croatia),Debeli vrh,14.80504,45.35575,8,3,42309,73050,4,44478,9A6ZE/P
9A/GH-090,Croatia,GorskaHrvatska (Mountainous Croatia),Kanculova glava,14.73976,45.24621,8,3,42309,73050,2,43835,9A6ZE/P
9A/GH-092,Croatia,GorskaHrvatska (Mountainous Croatia),Prlinka,15.55172,44.90976,8,3,42309,73050,1,44350,9A5YY
9A/GH-094,Croatia,GorskaHrvatska (Mountainous Croatia),Petehovac,14.91765,45.34961,8,3,42309,73050,6,44863,9A6ZE/P
9A/GH-095,Croatia,GorskaHrvatska (Mountainous Croatia),MarkoviÄ‡ rudine,15.28842,44.78812,8,3,42309,73050,1,44373,9A6ZE/P
9A/GH-096,Croatia,GorskaHrvatska (Mountainous Croatia),JelenÄiÄ‡,14.6621,45.31364,8,3,42309,73050,9,45596,9A/HF9HF/P
9A/GH-097,Croatia,GorskaHrvatska (Mountainous Croatia),Crni vrh,15.14304,45.15592,8,3,42309,73050,1,44499,9A6ZE/P
9A/GH-098,Croatia,GorskaHrvatska (Mountainous Croatia),KomesaÄ,15.15832,45.14766,8,3,42309,73050,1,44499,9A6ZE/P
9A/GH-099,Croatia,GorskaHrvatska (Mountainous Croatia),KaliÄ‡,14.65412,45.36525,6,3,42309,73050,7,45148,9A3R/P
9A/GH-109,Croatia,GorskaHrvatska (Mountainous Croatia),Debeli Vrh,15.05305,45.20855,6,3,42309,73050,1,45200,9A6ZE/P
9A/GH-111,Croatia,GorskaHrvatska (Mountainous Croatia),Skradski vrh,14.92136,45.42021,6,3,42309,73050,11,45324,9A/IV3NGF
9A/GH-112,Croatia,GorskaHrvatska (Mountainous Croatia),Veliki Tomac,14.73285,45.41366,6,3,42309,73050,3,44345,9A6ZE/P
9A/GH-116,Croatia,GorskaHrvatska (Mountainous Croatia),Javorova kosa,14.9517,45.3867,6,3,42309,73050,16,45473,9A5YY
9A/GH-118,Croatia,GorskaHrvatska (Mountainous Croatia),Å piÄasti Vrh,14.72339,45.50444,6,3,42309,73050,3,45347,9A/IV3NGF
9A/GH-121,Croatia,GorskaHrvatska (Mountainous Croatia),KupjaÄki vrh,14.86643,45.41175,6,3,42309,73050,3,44912,9A6ZE/P
9A/GH-122,Croatia,GorskaHrvatska (Mountainous Croatia),Lisac,16.04357,44.51106,6,3,42309,73050,1,45123,9A5YY
9A/GH-123,Croatia,GorskaHrvatska (Mountainous Croatia),Veliki Kozarac,15.03774,45.35402,6,3,42309,73050,7,45053,9A6ZE/P
9A/GH-126,Croatia,GorskaHrvatska (Mountainous Croatia),Debela lipa,14.74675,45.37153,6,3,42309,73050,3,44478,9A6ZE/P
9A/GH-129,Croatia,GorskaHrvatska (Mountainous Croatia),OpÄuv,15.88587,44.40913,6,3,42309,73050,1,44702,9A6ZE/P
9A/GH-132,Croatia,GorskaHrvatska (Mountainous Croatia),OÅ¡tri vrh,15.0074,45.39387,6,3,42309,73050,6,45053,9A6ZE/P
9A/GH-137,Croatia,GorskaHrvatska (Mountainous Croatia),Doren vrh,14.76498,45.41765,6,3,42309,73050,3,44345,9A6ZE/P
9A/GH-139,Croatia,GorskaHrvatska (Mountainous Croatia),Trovrh,15.5838,44.95248,6,3,42309,73050,1,44350,9A5YY
9A/GH-141,Croatia,GorskaHrvatska (Mountainous Croatia),Grmada,14.35671,45.47309,6,3,42309,73050,11,45675,9A3R/P
9A/GH-142,Croatia,GorskaHrvatska (Mountainous Croatia),Planina,15.0552,45.02785,6,3,42309,73050,1,44114,9A6ZE/P
9A/GH-145,Croatia,GorskaHrvatska (Mountainous Croatia),Samar,15.05242,45.01824,6,3,42309,73050,1,44114,9A6ZE/P
9A/GH-152,Croatia,GorskaHrvatska (Mountainous Croatia),Jasenov vrh,15.16679,45.19291,6,3,42309,73050,1,45207,9A6ZE/P
9A/GH-153,Croatia,GorskaHrvatska (Mountainous Croatia),Lovnik,15.09192,45.39881,6,3,42309,73050,6,44185,9A6ZE/P
9A/GH-154,Croatia,GorskaHrvatska (Mountainous Croatia),Debelo brdo,16.04649,44.24162,6,3,42309,73050,2,44135,9A8RA/P
9A/GH-156,Croatia,GorskaHrvatska (Mountainous Croatia),MedveÄ‘ak oÅ¡tri,15.6538,44.88769,4,3,42309,73050,2,45179,9A5YY
9A/GH-157,Croatia,GorskaHrvatska (Mountainous Croatia),Okrugljak,15.02995,45.46054,4,3,42309,73050,6,44590,9A6ZE/P
9A/GH-159,Croatia,GorskaHrvatska (Mountainous Croatia),Uz Lazine - LitoriÄ‡,15.065,45.4542,4,3,42309,73050,2,43876,9A6ZE/P
9A/GH-160,Croatia,GorskaHrvatska (Mountainous Croatia),Vijojla,16.05108,44.2258,4,3,42309,73050,2,44135,9A8RA/P
9A/GH-161,Croatia,GorskaHrvatska (Mountainous Croatia),Kopanj,15.14269,44.83844,4,3,42309,73050,1,44381,9A6ZE/P
9A/GH-162,Croatia,GorskaHrvatska (Mountainous Croatia),Risovac,15.31392,44.66995,4,3,42309,73050,1,44604,9A6ZE/P
9A/GH-163,Croatia,GorskaHrvatska (Mountainous Croatia),Zir,15.61437,44.43018,4,3,42309,73050,5,45497,9A/OK2OP/P
9A/GH-164,Croatia,GorskaHrvatska (Mountainous Croatia),Soviljica,15.16433,45.24722,4,3,42309,73050,6,44863,9A8RA/P
9A/GH-165,Croatia,GorskaHrvatska (Mountainous Croatia),Velika KamiÄina,14.55531,45.37872,4,3,42309,73050,14,45144,9A/IV3NGF
9A/GH-166,Croatia,GorskaHrvatska (Mountainous Croatia),MedvidovaÄa,15.7158,44.3708,4,3,42309,73050,2,45479,9A8RA/P
9A/GH-171,Croatia,GorskaHrvatska (Mountainous Croatia),Mala Gospa,14.67192,45.53156,4,3,42309,73050,12,45470,9A2GA/P
9A/GH-172,Croatia,GorskaHrvatska (Mountainous Croatia),Deriguz,15.22556,45.13752,4,3,42309,73050,1,44612,9A6ZE/P
9A/GH-173,Croatia,GorskaHrvatska (Mountainous Croatia),MetlaÄa,15.30658,44.6572,4,3,42309,73050,1,44604,9A6ZE/P
9A/GH-174,Croatia,GorskaHrvatska (Mountainous Croatia),OÅ¡tra,15.32644,44.53029,4,3,42309,73050,3,44680,9A6ZE/P
9A/GH-176,Croatia,GorskaHrvatska (Mountainous Croatia),StraÅ¾benica,15.02115,45.44114,4,3,42309,73050,3,44590,9A6ZE/P
9A/GH-178,Croatia,GorskaHrvatska (Mountainous Croatia),Å utiÄ‡a vrh,15.37269,44.63587,4,3,42309,73050,1,44604,9A6ZE/P
9A/GH-182,Croatia,GorskaHrvatska (Mountainous Croatia),KrÄmar,15.29309,44.57071,4,3,42309,73050,1,44496,9A/DJ2TG/P
9A/GH-186,Croatia,GorskaHrvatska (Mountainous Croatia),GrabovaÄa,15.35193,44.64296,4,3,42309,73050,2,45116,9A3BKF/P
9A/GH-190,Croatia,GorskaHrvatska (Mountainous Croatia),Veliki vrh,15.20094,45.3609,4,3,42309,73050,1,42991,9A/S56LXN/P
9A/GH-193,Croatia,GorskaHrvatska (Mountainous Croatia),LeveÅ¡ni vrh,14.93136,45.51627,4,3,42309,73050,4,45324,9A/IV3NGF
9A/GH-195,Croatia,GorskaHrvatska (Mountainous Croatia),Primorac,14.77372,45.49644,4,3,42309,73050,2,42984,9A/S56LXN/P
